timestamp,event,info
2026-01-19T13:42:27.600100,eyes_away,
2026-01-19T13:42:28.133525,eyes_away,
2026-01-19T13:42:28.634944,eyes_away,
2026-01-19T13:42:29.167077,eyes_away,
2026-01-19T13:42:29.698836,eyes_away,
2026-01-19T13:42:30.233158,eyes_away,
2026-01-19T13:42:30.767092,eyes_away,
2026-01-19T13:42:31.267022,eyes_away,
2026-01-19T13:42:31.760183,focused,
2026-01-19T13:43:59.664688,face_not_detected,
2026-01-19T13:43:59.700179,focused,
2026-01-19T13:44:00.364006,face_not_detected,
2026-01-19T13:44:00.397768,focused,
2026-01-19T13:44:00.930170,face_not_detected,
2026-01-19T13:44:00.966215,focused,
2026-01-19T13:44:01.496649,face_not_detected,
2026-01-19T13:44:01.530822,focused,
2026-01-19T13:44:02.028204,face_not_detected,
2026-01-19T13:44:02.063468,focused,
2026-01-19T13:44:02.528558,face_not_detected,
2026-01-19T13:44:02.564296,focused,
2026-01-19T13:44:03.093777,face_not_detected,
2026-01-19T13:44:03.131865,focused,
2026-01-19T13:44:03.628817,face_not_detected,
2026-01-19T13:44:03.664139,focused,
2026-01-19T13:44:04.227619,face_not_detected,
2026-01-19T13:44:04.264596,focused,
2026-01-19T13:44:04.763620,face_not_detected,
2026-01-19T13:44:04.794516,focused,
2026-01-19T13:44:05.327366,face_not_detected,
2026-01-19T13:44:05.363456,focused,
2026-01-19T13:44:05.863499,face_not_detected,
2026-01-19T13:44:05.963205,focused,
2026-01-19T13:44:06.428172,face_not_detected,
2026-01-19T13:44:06.460099,focused,
2026-01-19T13:44:06.992376,face_not_detected,
2026-01-19T13:44:07.260260,focused,
2026-01-19T13:44:07.560166,face_not_detected,
2026-01-19T13:44:07.597348,focused,
2026-01-19T13:44:08.092553,face_not_detected,
2026-01-19T13:44:08.129337,focused,
2026-01-19T13:44:08.626193,face_not_detected,
2026-01-19T13:44:08.662060,focused,
2026-01-19T13:44:09.128146,face_not_detected,
2026-01-19T13:44:09.661157,face_not_detected,
2026-01-19T13:44:09.725555,focused,
2026-01-19T13:44:10.194725,face_not_detected,
2026-01-19T13:44:10.225191,focused,
2026-01-19T13:44:10.722615,face_not_detected,
2026-01-19T13:44:10.760736,focused,
2026-01-19T13:44:11.224242,face_not_detected,
2026-01-19T13:44:11.724327,face_not_detected,
2026-01-19T13:44:11.892106,focused,
2026-01-19T13:44:12.260582,face_not_detected,
2026-01-19T13:44:12.425474,focused,
2026-01-19T13:44:12.792910,face_not_detected,
2026-01-19T13:44:13.324924,face_not_detected,
2026-01-19T13:44:13.859333,focused,
2026-01-19T13:44:13.887673,face_not_detected,
2026-01-19T13:44:13.992139,focused,
2026-01-19T13:44:14.392048,face_not_detected,
2026-01-19T13:44:14.625835,focused,
2026-01-19T13:44:14.925458,face_not_detected,
2026-01-19T13:44:14.990492,focused,
2026-01-19T13:44:15.458472,face_not_detected,
2026-01-19T13:44:15.958485,focused,
2026-01-19T13:44:16.021419,face_not_detected,
2026-01-19T13:44:16.057994,focused,
2026-01-19T13:44:16.524677,face_not_detected,
2026-01-19T13:44:17.058006,face_not_detected,
2026-01-19T13:44:17.158429,focused,
2026-01-19T13:44:17.587914,face_not_detected,
2026-01-19T13:44:17.655536,focused,
2026-01-19T13:44:18.120780,face_not_detected,
2026-01-19T13:44:18.188584,focused,
2026-01-19T13:44:18.655269,face_not_detected,
2026-01-19T13:44:18.691658,focused,
2026-01-19T13:53:56.186052,face_not_detected,
2026-01-19T13:53:56.716416,face_not_detected,
2026-01-19T13:53:57.216412,face_not_detected,
2026-01-19T13:53:57.748524,face_not_detected,
2026-01-19T13:53:58.281960,face_not_detected,
2026-01-19T13:53:58.813744,face_not_detected,
2026-01-19T13:53:59.314695,face_not_detected,
2026-01-19T13:53:59.815706,face_not_detected,
2026-01-19T13:54:00.347055,face_not_detected,
2026-01-19T13:54:00.847733,face_not_detected,
2026-01-19T13:54:01.379296,face_not_detected,
2026-01-19T13:54:01.880639,face_not_detected,
2026-01-19T13:54:02.381647,face_not_detected,
2026-01-19T13:54:02.913133,face_not_detected,
2026-01-19T13:54:03.445096,face_not_detected,
2026-01-19T13:54:03.947484,face_not_detected,
2026-01-19T13:54:04.478132,face_not_detected,
2026-01-19T13:54:04.979972,face_not_detected,
2026-01-19T13:54:05.511643,face_not_detected,
2026-01-19T13:54:06.012046,face_not_detected,
2026-01-19T13:54:06.543516,face_not_detected,
2026-01-19T13:54:07.046296,face_not_detected,
2026-01-19T13:54:07.576056,face_not_detected,
2026-01-19T13:54:08.077701,face_not_detected,
2026-01-19T13:54:08.609739,face_not_detected,
2026-01-19T13:54:09.110149,face_not_detected,
2026-01-19T13:54:09.610258,face_not_detected,
2026-01-19T13:54:10.111788,face_not_detected,
2026-01-19T13:54:10.642537,face_not_detected,
2026-01-19T13:54:11.177041,face_not_detected,
2026-01-19T13:54:11.709233,face_not_detected,
2026-01-19T13:54:12.242448,face_not_detected,
2026-01-19T13:54:12.775890,face_not_detected,
2026-01-19T13:54:13.308421,face_not_detected,
2026-01-19T13:54:13.809314,face_not_detected,
2026-01-19T13:54:14.341051,face_not_detected,
2026-01-19T13:54:14.841738,face_not_detected,
2026-01-19T13:54:15.047415,focused,
2026-01-19T13:54:15.374340,face_not_detected,
2026-01-19T13:54:15.874939,face_not_detected,
2026-01-19T13:54:16.375328,face_not_detected,
2026-01-19T13:54:16.907645,face_not_detected,
2026-01-19T13:54:17.440731,face_not_detected,
2026-01-19T13:54:17.612956,focused,
2026-01-19T13:57:12.824019,face_not_detected,
2026-01-19T13:57:12.958870,focused,
2026-01-19T13:57:14.487781,face_not_detected,
2026-01-19T13:57:15.021744,face_not_detected,
2026-01-19T13:57:15.552250,face_not_detected,
2026-01-19T13:57:16.053344,face_not_detected,
2026-01-19T13:57:16.554159,face_not_detected,
2026-01-19T13:57:17.086700,face_not_detected,
2026-01-19T13:57:17.586659,face_not_detected,
2026-01-19T13:57:18.119789,face_not_detected,
2026-01-19T13:57:18.653157,face_not_detected,
2026-01-19T13:57:19.185731,face_not_detected,
2026-01-19T13:57:19.686172,face_not_detected,
2026-01-19T13:57:20.158167,focused,
2026-01-19T13:57:20.419897,face_not_detected,
2026-01-19T13:57:20.951927,face_not_detected,
2026-01-19T13:57:21.056499,focused,
2026-01-19T14:02:15.037546,face_not_detected,
2026-01-19T14:02:15.566904,face_not_detected,
2026-01-19T14:02:16.099415,face_not_detected,
2026-01-19T14:02:16.237504,focused,
2026-01-19T14:02:30.829989,face_not_detected,
2026-01-19T14:02:31.360824,face_not_detected,
2026-01-19T14:02:31.861945,face_not_detected,
2026-01-19T14:02:32.393863,face_not_detected,
2026-01-19T14:02:32.928413,face_not_detected,
2026-01-19T14:02:33.461394,face_not_detected,
2026-01-19T14:02:33.994310,face_not_detected,
2026-01-19T14:02:34.528047,face_not_detected,
2026-01-19T14:02:35.059857,face_not_detected,
2026-01-19T14:02:35.590682,face_not_detected,
2026-01-19T14:02:36.092247,face_not_detected,
2026-01-19T14:02:36.627164,face_not_detected,
2026-01-19T14:02:37.127371,face_not_detected,
2026-01-19T14:02:37.659385,face_not_detected,
2026-01-19T14:02:38.192100,face_not_detected,
2026-01-19T14:02:38.398516,focused,
2026-01-19T14:02:39.857038,face_not_detected,
2026-01-19T14:02:40.358959,face_not_detected,
2026-01-19T14:02:40.461552,focused,
2026-01-19T14:14:28.406065,face_not_detected,
2026-01-19T14:14:34.538908,focused,
2026-01-19T14:14:41.899396,face_not_detected,
2026-01-19T14:14:44.136971,focused,
